company_code,report_period,split,gov_top1_holder_ratio,gov_top10_holder_ratio,gov_top10_hhi,gov_top1_top10_ratio,gov_top1_top2_gap,gov_top10_holder_count,governance_year,gov_board_size,gov_independent_director_count,gov_independent_director_ratio,audit_year,gov_big4_auditor,gov_nonstandard_audit_opinion,gov_audit_firm_change,gov_auditor_change
000620.SZ,20240630,Train,0.677,0.8904000000000002,0.49840730000000005,0.7603324348607367,0.4769,10.0,2023,8.0,3.0,37.5,2023,0.0,0.0,0.0,0.0
000620.SZ,20240930,Train,0.677,0.8904000000000002,0.49840730000000005,0.7603324348607367,0.4769,10.0,2023,8.0,3.0,37.5,2023,0.0,0.0,0.0,0.0
000620.SZ,20241231,Train,0.3032,0.7409000000000001,0.14468163000000003,0.4092320151167499,0.0988,10.0,2023,8.0,3.0,37.5,2023,0.0,0.0,0.0,0.0
000622.SZ,20200331,Validation,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,13.0,5.0,38.4615,2019,0.0,0.0,0.0,1.0
000622.SZ,20200630,Validation,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,13.0,5.0,38.4615,2019,0.0,0.0,0.0,1.0
000622.SZ,20200930,Validation,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,13.0,5.0,38.4615,2019,0.0,0.0,0.0,1.0
000622.SZ,20201231,Validation,0.17989999999999998,0.42179999999999995,0.06236185999999999,0.4265054528212423,0.014499999999999985,10.0,2019,13.0,5.0,38.4615,2019,0.0,0.0,0.0,1.0
000622.SZ,20210331,Validation,0.17989999999999998,0.42179999999999995,0.06236185999999999,0.4265054528212423,0.014499999999999985,10.0,2020,12.0,5.0,41.6667,2020,0.0,0.0,0.0,1.0
000622.SZ,20210630,Validation,0.17989999999999998,0.42179999999999995,0.06236185999999999,0.4265054528212423,0.014499999999999985,10.0,2020,12.0,5.0,41.6667,2020,0.0,0.0,0.0,1.0
000622.SZ,20210930,Validation,0.17989999999999998,0.42179999999999995,0.06236185999999999,0.4265054528212423,0.014499999999999985,10.0,2020,12.0,5.0,41.6667,2020,0.0,0.0,0.0,1.0
000622.SZ,20211231,Validation,0.17989999999999998,0.4384,0.048785039999999995,0.41035583941605835,0.08569999999999997,10.0,2020,12.0,5.0,41.6667,2020,0.0,0.0,0.0,1.0
000622.SZ,20220331,Validation,0.17989999999999998,0.4384,0.048785039999999995,0.41035583941605835,0.08569999999999997,10.0,2021,8.0,3.0,37.5,2021,0.0,0.0,0.0,1.0
000622.SZ,20220630,Validation,0.17989999999999998,0.4384,0.048785039999999995,0.41035583941605835,0.08569999999999997,10.0,2021,8.0,3.0,37.5,2021,0.0,0.0,0.0,1.0
000622.SZ,20220930,Validation,0.17989999999999998,0.4384,0.048785039999999995,0.41035583941605835,0.08569999999999997,10.0,2021,8.0,3.0,37.5,2021,0.0,0.0,0.0,1.0
000622.SZ,20221231,Validation,0.17989999999999998,0.3691,0.040952409999999995,0.48740178813329715,0.10569999999999997,10.0,2021,8.0,3.0,37.5,2021,0.0,0.0,0.0,1.0
000622.SZ,20230331,Validation,0.17989999999999998,0.3691,0.040952409999999995,0.48740178813329715,0.10569999999999997,10.0,2022,11.0,5.0,45.4545,2022,0.0,0.0,0.0,0.0
000622.SZ,20230630,Validation,0.17989999999999998,0.3691,0.040952409999999995,0.48740178813329715,0.10569999999999997,10.0,2022,11.0,5.0,45.4545,2022,0.0,0.0,0.0,0.0
000622.SZ,20230930,Validation,0.17989999999999998,0.3691,0.040952409999999995,0.48740178813329715,0.10569999999999997,10.0,2022,11.0,5.0,45.4545,2022,0.0,0.0,0.0,0.0
000622.SZ,20231231,Validation,0.1787,0.3427,0.03723179,0.521447330026262,0.12919999999999998,10.0,2022,11.0,5.0,45.4545,2022,0.0,0.0,0.0,0.0
000622.SZ,20240331,Validation,0.1787,0.3427,0.03723179,0.521447330026262,0.12919999999999998,10.0,2023,8.0,4.0,50.0,2023,0.0,1.0,0.0,1.0
000622.SZ,20240630,Validation,0.1787,0.3427,0.03723179,0.521447330026262,0.12919999999999998,10.0,2023,8.0,4.0,50.0,2023,0.0,1.0,0.0,1.0
000622.SZ,20240930,Validation,0.1787,0.3427,0.03723179,0.521447330026262,0.12919999999999998,10.0,2023,8.0,4.0,50.0,2023,0.0,1.0,0.0,1.0
000626.SZ,20200331,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,13.0,5.0,38.4615,2019,0.0,1.0,0.0,1.0
000626.SZ,20200630,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,13.0,5.0,38.4615,2019,0.0,1.0,0.0,1.0
000626.SZ,20200930,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,13.0,5.0,38.4615,2019,0.0,1.0,0.0,1.0
000626.SZ,20201231,Train,0.3859,0.6712000000000001,0.17683326,0.5749404052443384,0.22530000000000003,10.0,2019,13.0,5.0,38.4615,2019,0.0,1.0,0.0,1.0
000626.SZ,20210331,Train,0.3859,0.6712000000000001,0.17683326,0.5749404052443384,0.22530000000000003,10.0,2020,14.0,5.0,35.7143,2020,0.0,0.0,0.0,1.0
000626.SZ,20210630,Train,0.3859,0.6712000000000001,0.17683326,0.5749404052443384,0.22530000000000003,10.0,2020,14.0,5.0,35.7143,2020,0.0,0.0,0.0,1.0
000626.SZ,20210930,Train,0.3859,0.6712000000000001,0.17683326,0.5749404052443384,0.22530000000000003,10.0,2020,14.0,5.0,35.7143,2020,0.0,0.0,0.0,1.0
000626.SZ,20211231,Train,0.4117,0.6422999999999999,0.19615825000000003,0.6409777362603146,0.2504,10.0,2020,14.0,5.0,35.7143,2020,0.0,0.0,0.0,1.0
000626.SZ,20220331,Train,0.4117,0.6422999999999999,0.19615825000000003,0.6409777362603146,0.2504,10.0,2021,18.0,8.0,45.0,2021,0.0,0.0,0.0,1.0
000626.SZ,20220630,Train,0.4117,0.6422999999999999,0.19615825000000003,0.6409777362603146,0.2504,10.0,2021,18.0,8.0,45.0,2021,0.0,0.0,0.0,1.0
000626.SZ,20220930,Train,0.4117,0.6422999999999999,0.19615825000000003,0.6409777362603146,0.2504,10.0,2021,18.0,8.0,45.0,2021,0.0,0.0,0.0,1.0
000626.SZ,20221231,Train,0.4117,0.6419,0.19618159000000004,0.6413771615516436,0.2504,10.0,2021,18.0,8.0,45.0,2021,0.0,0.0,0.0,1.0
000626.SZ,20230331,Train,0.4117,0.6419,0.19618159000000004,0.6413771615516436,0.2504,10.0,2022,13.0,5.0,38.4615,2022,0.0,0.0,0.0,1.0
000626.SZ,20230630,Train,0.4117,0.6419,0.19618159000000004,0.6413771615516436,0.2504,10.0,2022,13.0,5.0,38.4615,2022,0.0,0.0,0.0,1.0
000626.SZ,20230930,Train,0.4117,0.6419,0.19618159000000004,0.6413771615516436,0.2504,10.0,2022,13.0,5.0,38.4615,2022,0.0,0.0,0.0,1.0
000626.SZ,20231231,Train,0.4117,0.6267999999999999,0.19594170000000002,0.6568283343969369,0.2504,10.0,2022,13.0,5.0,38.4615,2022,0.0,0.0,0.0,1.0
000626.SZ,20240331,Train,0.4117,0.6267999999999999,0.19594170000000002,0.6568283343969369,0.2504,10.0,2023,14.0,5.0,35.71,2023,0.0,0.0,0.0,1.0
000626.SZ,20240630,Train,0.4117,0.6267999999999999,0.19594170000000002,0.6568283343969369,0.2504,10.0,2023,14.0,5.0,35.71,2023,0.0,0.0,0.0,1.0
000626.SZ,20240930,Train,0.4117,0.6267999999999999,0.19594170000000002,0.6568283343969369,0.2504,10.0,2023,14.0,5.0,35.71,2023,0.0,0.0,0.0,1.0
000626.SZ,20241231,Train,0.423,0.6298999999999999,0.20561524999999997,0.6715351643117956,0.26049999999999995,10.0,2023,14.0,5.0,35.71,2023,0.0,0.0,0.0,1.0
000628.SZ,20200331,Validation,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,11.0,4.0,36.3636,2019,0.0,0.0,0.0,1.0
000628.SZ,20200630,Validation,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,11.0,4.0,36.3636,2019,0.0,0.0,0.0,1.0
000628.SZ,20200930,Validation,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,11.0,4.0,36.3636,2019,0.0,0.0,0.0,1.0
000628.SZ,20201231,Validation,0.4888,0.5714999999999999,0.23992853000000003,0.8552930883639547,0.47150000000000003,10.0,2019,11.0,4.0,36.3636,2019,0.0,0.0,0.0,1.0
000628.SZ,20210331,Validation,0.4888,0.5714999999999999,0.23992853000000003,0.8552930883639547,0.47150000000000003,10.0,2020,8.0,3.0,37.5,2020,0.0,0.0,0.0,1.0
000628.SZ,20210630,Validation,0.4888,0.5714999999999999,0.23992853000000003,0.8552930883639547,0.47150000000000003,10.0,2020,8.0,3.0,37.5,2020,0.0,0.0,0.0,1.0
000628.SZ,20210930,Validation,0.4888,0.5714999999999999,0.23992853000000003,0.8552930883639547,0.47150000000000003,10.0,2020,8.0,3.0,37.5,2020,0.0,0.0,0.0,1.0
000628.SZ,20211231,Validation,0.4888,0.5897000000000001,0.24022219000000003,0.8288960488383923,0.47150000000000003,10.0,2020,8.0,3.0,37.5,2020,0.0,0.0,0.0,1.0
000628.SZ,20220331,Validation,0.4888,0.5897000000000001,0.24022219000000003,0.8288960488383923,0.47150000000000003,10.0,2021,8.0,3.0,37.5,2021,0.0,0.0,0.0,1.0
000628.SZ,20220630,Validation,0.4888,0.5897000000000001,0.24022219000000003,0.8288960488383923,0.47150000000000003,10.0,2021,8.0,3.0,37.5,2021,0.0,0.0,0.0,1.0
000628.SZ,20220930,Validation,0.4888,0.5897000000000001,0.24022219000000003,0.8288960488383923,0.47150000000000003,10.0,2021,8.0,3.0,37.5,2021,0.0,0.0,0.0,1.0
000628.SZ,20221231,Validation,0.4888,0.5731,0.23993003000000002,0.8529052521374978,0.47150000000000003,10.0,2021,8.0,3.0,37.5,2021,0.0,0.0,0.0,1.0
000628.SZ,20230331,Validation,0.4888,0.5731,0.23993003000000002,0.8529052521374978,0.47150000000000003,10.0,2022,12.0,6.0,50.0,2022,0.0,0.0,0.0,0.0
000628.SZ,20230630,Validation,0.4888,0.5731,0.23993003000000002,0.8529052521374978,0.47150000000000003,10.0,2022,12.0,6.0,50.0,2022,0.0,0.0,0.0,0.0
000628.SZ,20230930,Validation,0.4888,0.5731,0.23993003000000002,0.8529052521374978,0.47150000000000003,10.0,2022,12.0,6.0,50.0,2022,0.0,0.0,0.0,0.0
000628.SZ,20231231,Validation,0.4888,0.5942000000000001,0.24027262000000002,0.8226186469202288,0.47150000000000003,10.0,2022,12.0,6.0,50.0,2022,0.0,0.0,0.0,0.0
000628.SZ,20240331,Validation,0.4888,0.5942000000000001,0.24027262000000002,0.8226186469202288,0.47150000000000003,10.0,2023,8.0,3.0,37.5,2023,0.0,0.0,0.0,1.0
000628.SZ,20240630,Validation,0.4888,0.5942000000000001,0.24027262000000002,0.8226186469202288,0.47150000000000003,10.0,2023,8.0,3.0,37.5,2023,0.0,0.0,0.0,1.0
000628.SZ,20240930,Validation,0.4888,0.5942000000000001,0.24027262000000002,0.8226186469202288,0.47150000000000003,10.0,2023,8.0,3.0,37.5,2023,0.0,0.0,0.0,1.0
000628.SZ,20241231,Validation,0.4889,0.5492999999999999,0.23975175000000004,0.8900418714727837,0.4716,10.0,2023,8.0,3.0,37.5,2023,0.0,0.0,0.0,1.0
000629.SZ,20200331,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,12.0,4.0,33.3333,2019,0.0,0.0,0.0,1.0
000629.SZ,20200630,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,12.0,4.0,33.3333,2019,0.0,0.0,0.0,1.0
000629.SZ,20200930,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,12.0,4.0,33.3333,2019,0.0,0.0,0.0,1.0
000629.SZ,20201231,Train,0.3549,0.6281,0.14573301000000002,0.5650374144244547,0.2468,10.0,2019,12.0,4.0,33.3333,2019,0.0,0.0,0.0,1.0
000629.SZ,20210331,Train,0.3549,0.6281,0.14573301000000002,0.5650374144244547,0.2468,10.0,2020,11.0,3.0,27.2727,2020,0.0,0.0,0.0,1.0
000629.SZ,20210630,Train,0.3549,0.6281,0.14573301000000002,0.5650374144244547,0.2468,10.0,2020,11.0,3.0,27.2727,2020,0.0,0.0,0.0,1.0
000629.SZ,20210930,Train,0.3549,0.6281,0.14573301000000002,0.5650374144244547,0.2468,10.0,2020,11.0,3.0,27.2727,2020,0.0,0.0,0.0,1.0
000629.SZ,20211231,Train,0.2949,0.6579,0.11121270999999998,0.4482444140446876,0.1868,10.0,2020,11.0,3.0,27.2727,2020,0.0,0.0,0.0,1.0
000629.SZ,20220331,Train,0.2949,0.6579,0.11121270999999998,0.4482444140446876,0.1868,10.0,2021,12.0,4.0,33.3333,2021,0.0,0.0,0.0,1.0
000629.SZ,20220630,Train,0.2949,0.6579,0.11121270999999998,0.4482444140446876,0.1868,10.0,2021,12.0,4.0,33.3333,2021,0.0,0.0,0.0,1.0
000629.SZ,20220930,Train,0.2949,0.6579,0.11121270999999998,0.4482444140446876,0.1868,10.0,2021,12.0,4.0,33.3333,2021,0.0,0.0,0.0,1.0
000629.SZ,20221231,Train,0.2945,0.6306999999999999,0.11030783,0.4669414935785635,0.18649999999999997,10.0,2021,12.0,4.0,33.3333,2021,0.0,0.0,0.0,1.0
000629.SZ,20230331,Train,0.2945,0.6306999999999999,0.11030783,0.4669414935785635,0.18649999999999997,10.0,2022,13.0,4.0,30.7692,2022,0.0,0.0,0.0,0.0
000629.SZ,20230630,Train,0.2945,0.6306999999999999,0.11030783,0.4669414935785635,0.18649999999999997,10.0,2022,13.0,4.0,30.7692,2022,0.0,0.0,0.0,0.0
000629.SZ,20230930,Train,0.2945,0.6306999999999999,0.11030783,0.4669414935785635,0.18649999999999997,10.0,2022,13.0,4.0,30.7692,2022,0.0,0.0,0.0,0.0
000629.SZ,20231231,Train,0.2725,0.5988,0.09614336000000002,0.45507682030728125,0.1627,10.0,2022,13.0,4.0,30.7692,2022,0.0,0.0,0.0,0.0
000629.SZ,20240331,Train,0.2725,0.5988,0.09614336000000002,0.45507682030728125,0.1627,10.0,2023,9.0,4.0,44.44,2023,0.0,0.0,1.0,1.0
000629.SZ,20240630,Train,0.2725,0.5988,0.09614336000000002,0.45507682030728125,0.1627,10.0,2023,9.0,4.0,44.44,2023,0.0,0.0,1.0,1.0
000629.SZ,20240930,Train,0.2725,0.5988,0.09614336000000002,0.45507682030728125,0.1627,10.0,2023,9.0,4.0,44.44,2023,0.0,0.0,1.0,1.0
000629.SZ,20241231,Train,0.2725,0.5982000000000001,0.09661756000000002,0.45553326646606485,0.1627,10.0,2023,9.0,4.0,44.44,2023,0.0,0.0,1.0,1.0
000630.SZ,20200331,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,13.0,5.0,38.4615,2019,0.0,0.0,0.0,1.0
000630.SZ,20200630,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,13.0,5.0,38.4615,2019,0.0,0.0,0.0,1.0
000630.SZ,20200930,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,13.0,5.0,38.4615,2019,0.0,0.0,0.0,1.0
000630.SZ,20201231,Train,0.3653,0.5146000000000001,0.13683056000000002,0.7098717450446949,0.33330000000000004,10.0,2019,13.0,5.0,38.4615,2019,0.0,0.0,0.0,1.0
000630.SZ,20210331,Train,0.3653,0.5146000000000001,0.13683056000000002,0.7098717450446949,0.33330000000000004,10.0,2020,12.0,5.0,41.6667,2020,0.0,0.0,0.0,1.0
000630.SZ,20210630,Train,0.3653,0.5146000000000001,0.13683056000000002,0.7098717450446949,0.33330000000000004,10.0,2020,12.0,5.0,41.6667,2020,0.0,0.0,0.0,1.0
000630.SZ,20210930,Train,0.3653,0.5146000000000001,0.13683056000000002,0.7098717450446949,0.33330000000000004,10.0,2020,12.0,5.0,41.6667,2020,0.0,0.0,0.0,1.0
000630.SZ,20211231,Train,0.3653,0.4333,0.13417959000000002,0.8430648511423956,0.3482,10.0,2020,12.0,5.0,41.6667,2020,0.0,0.0,0.0,1.0
000630.SZ,20220331,Train,0.3653,0.4333,0.13417959000000002,0.8430648511423956,0.3482,10.0,2021,12.0,5.0,41.6667,2021,0.0,0.0,0.0,1.0
000630.SZ,20220630,Train,0.3653,0.4333,0.13417959000000002,0.8430648511423956,0.3482,10.0,2021,12.0,5.0,41.6667,2021,0.0,0.0,0.0,1.0
000630.SZ,20220930,Train,0.3653,0.4333,0.13417959000000002,0.8430648511423956,0.3482,10.0,2021,12.0,5.0,41.6667,2021,0.0,0.0,0.0,1.0
000630.SZ,20221231,Train,0.3653,0.44730000000000003,0.13526935000000004,0.8166778448468589,0.3254,10.0,2021,12.0,5.0,41.6667,2021,0.0,0.0,0.0,1.0
000630.SZ,20230331,Train,0.3653,0.44730000000000003,0.13526935000000004,0.8166778448468589,0.3254,10.0,2022,14.0,7.0,50.0,2022,0.0,0.0,0.0,0.0
000630.SZ,20230630,Train,0.3653,0.44730000000000003,0.13526935000000004,0.8166778448468589,0.3254,10.0,2022,14.0,7.0,50.0,2022,0.0,0.0,0.0,0.0
000630.SZ,20230930,Train,0.3653,0.44730000000000003,0.13526935000000004,0.8166778448468589,0.3254,10.0,2022,14.0,7.0,50.0,2022,0.0,0.0,0.0,0.0
000630.SZ,20231231,Train,0.47259999999999996,0.5505999999999999,0.22452737999999994,0.858336360334181,0.44339999999999996,10.0,2022,14.0,7.0,50.0,2022,0.0,0.0,0.0,0.0
000630.SZ,20240331,Train,0.47259999999999996,0.5505999999999999,0.22452737999999994,0.858336360334181,0.44339999999999996,10.0,2023,10.0,4.0,40.0,2023,0.0,0.0,0.0,1.0
000630.SZ,20240630,Train,0.47259999999999996,0.5505999999999999,0.22452737999999994,0.858336360334181,0.44339999999999996,10.0,2023,10.0,4.0,40.0,2023,0.0,0.0,0.0,1.0
000630.SZ,20240930,Train,0.47259999999999996,0.5505999999999999,0.22452737999999994,0.858336360334181,0.44339999999999996,10.0,2023,10.0,4.0,40.0,2023,0.0,0.0,0.0,1.0
000630.SZ,20241231,Train,0.4778,0.5447,0.22918450999999998,0.8771800991371398,0.4527,10.0,2023,10.0,4.0,40.0,2023,0.0,0.0,0.0,1.0
000633.SZ,20200331,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,9.0,3.0,33.3333,2019,0.0,0.0,0.0,1.0
000633.SZ,20200630,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,9.0,3.0,33.3333,2019,0.0,0.0,0.0,1.0
000633.SZ,20200930,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,9.0,3.0,33.3333,2019,0.0,0.0,0.0,1.0
000633.SZ,20201231,Train,0.2,0.3802,0.058918380000000006,0.5260389268805892,0.06340000000000001,10.0,2019,9.0,3.0,33.3333,2019,0.0,0.0,0.0,1.0
000633.SZ,20210331,Train,0.2,0.3802,0.058918380000000006,0.5260389268805892,0.06340000000000001,10.0,2020,9.0,3.0,33.3333,2020,0.0,0.0,0.0,1.0
000633.SZ,20210630,Train,0.2,0.3802,0.058918380000000006,0.5260389268805892,0.06340000000000001,10.0,2020,9.0,3.0,33.3333,2020,0.0,0.0,0.0,1.0
000633.SZ,20210930,Train,0.2,0.3802,0.058918380000000006,0.5260389268805892,0.06340000000000001,10.0,2020,9.0,3.0,33.3333,2020,0.0,0.0,0.0,1.0
000633.SZ,20211231,Train,0.2,0.363,0.05874782000000001,0.5509641873278237,0.06340000000000001,10.0,2020,9.0,3.0,33.3333,2020,0.0,0.0,0.0,1.0
000633.SZ,20220331,Train,0.2,0.363,0.05874782000000001,0.5509641873278237,0.06340000000000001,10.0,2021,12.0,4.0,33.3333,2021,0.0,0.0,0.0,1.0
000633.SZ,20220630,Train,0.2,0.363,0.05874782000000001,0.5509641873278237,0.06340000000000001,10.0,2021,12.0,4.0,33.3333,2021,0.0,0.0,0.0,1.0
000633.SZ,20220930,Train,0.2,0.363,0.05874782000000001,0.5509641873278237,0.06340000000000001,10.0,2021,12.0,4.0,33.3333,2021,0.0,0.0,0.0,1.0
000633.SZ,20221231,Train,0.2,0.364,0.05364708,0.5494505494505495,0.08480000000000001,10.0,2021,12.0,4.0,33.3333,2021,0.0,0.0,0.0,1.0
000633.SZ,20230331,Train,0.2,0.364,0.05364708,0.5494505494505495,0.08480000000000001,10.0,2022,14.0,5.0,35.7143,2022,0.0,0.0,1.0,1.0
000633.SZ,20230630,Train,0.2,0.364,0.05364708,0.5494505494505495,0.08480000000000001,10.0,2022,14.0,5.0,35.7143,2022,0.0,0.0,1.0,1.0
000633.SZ,20230930,Train,0.2,0.364,0.05364708,0.5494505494505495,0.08480000000000001,10.0,2022,14.0,5.0,35.7143,2022,0.0,0.0,1.0,1.0
000633.SZ,20231231,Train,0.20629999999999998,0.31749999999999995,0.04771936999999999,0.6497637795275591,0.13629999999999998,10.0,2022,14.0,5.0,35.7143,2022,0.0,0.0,1.0,1.0
000633.SZ,20240331,Train,0.20629999999999998,0.31749999999999995,0.04771936999999999,0.6497637795275591,0.13629999999999998,10.0,2023,7.0,3.0,42.86,2023,0.0,0.0,0.0,0.0
000633.SZ,20240630,Train,0.20629999999999998,0.31749999999999995,0.04771936999999999,0.6497637795275591,0.13629999999999998,10.0,2023,7.0,3.0,42.86,2023,0.0,0.0,0.0,0.0
000633.SZ,20240930,Train,0.20629999999999998,0.31749999999999995,0.04771936999999999,0.6497637795275591,0.13629999999999998,10.0,2023,7.0,3.0,42.86,2023,0.0,0.0,0.0,0.0
000633.SZ,20241231,Train,0.20739999999999997,0.3169,0.048118129999999995,0.6544651309561375,0.13739999999999997,10.0,2023,7.0,3.0,42.86,2023,0.0,0.0,0.0,0.0
000637.SZ,20200331,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,12.0,5.0,41.6667,2019,0.0,0.0,0.0,1.0
000637.SZ,20200630,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,12.0,5.0,41.6667,2019,0.0,0.0,0.0,1.0
000637.SZ,20200930,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,12.0,5.0,41.6667,2019,0.0,0.0,0.0,1.0
000637.SZ,20201231,Train,0.2915,0.49149999999999994,0.10716698999999999,0.5930824008138352,0.144,10.0,2019,12.0,5.0,41.6667,2019,0.0,0.0,0.0,1.0
000637.SZ,20210331,Train,0.2915,0.49149999999999994,0.10716698999999999,0.5930824008138352,0.144,10.0,2020,11.0,4.0,36.3636,2020,0.0,0.0,0.0,1.0
000637.SZ,20210630,Train,0.2915,0.49149999999999994,0.10716698999999999,0.5930824008138352,0.144,10.0,2020,11.0,4.0,36.3636,2020,0.0,0.0,0.0,1.0
000637.SZ,20210930,Train,0.2915,0.49149999999999994,0.10716698999999999,0.5930824008138352,0.144,10.0,2020,11.0,4.0,36.3636,2020,0.0,0.0,0.0,1.0
000637.SZ,20211231,Train,0.2915,0.4769999999999999,0.10697084,0.6111111111111112,0.144,10.0,2020,11.0,4.0,36.3636,2020,0.0,0.0,0.0,1.0
000637.SZ,20220331,Train,0.2915,0.4769999999999999,0.10697084,0.6111111111111112,0.144,10.0,2021,9.0,3.0,33.3333,2021,0.0,0.0,0.0,1.0
000637.SZ,20220630,Train,0.2915,0.4769999999999999,0.10697084,0.6111111111111112,0.144,10.0,2021,9.0,3.0,33.3333,2021,0.0,0.0,0.0,1.0
000637.SZ,20220930,Train,0.2915,0.4769999999999999,0.10697084,0.6111111111111112,0.144,10.0,2021,9.0,3.0,33.3333,2021,0.0,0.0,0.0,1.0
000637.SZ,20221231,Train,0.2915,0.47209999999999996,0.10693264999999999,0.617453929252277,0.144,10.0,2021,9.0,3.0,33.3333,2021,0.0,0.0,0.0,1.0
000637.SZ,20230331,Train,0.2915,0.47209999999999996,0.10693264999999999,0.617453929252277,0.144,10.0,2022,7.0,3.0,42.8571,2022,0.0,1.0,0.0,1.0
000637.SZ,20230630,Train,0.2915,0.47209999999999996,0.10693264999999999,0.617453929252277,0.144,10.0,2022,7.0,3.0,42.8571,2022,0.0,1.0,0.0,1.0
000637.SZ,20230930,Train,0.2915,0.47209999999999996,0.10693264999999999,0.617453929252277,0.144,10.0,2022,7.0,3.0,42.8571,2022,0.0,1.0,0.0,1.0
000637.SZ,20231231,Train,0.2915,0.49029999999999996,0.10709288999999998,0.5945339588007342,0.144,10.0,2022,7.0,3.0,42.8571,2022,0.0,1.0,0.0,1.0
000637.SZ,20240331,Train,0.2915,0.49029999999999996,0.10709288999999998,0.5945339588007342,0.144,10.0,2023,18.0,8.0,52.0,2023,0.0,1.0,1.0,1.0
000637.SZ,20240630,Train,0.2915,0.49029999999999996,0.10709288999999998,0.5945339588007342,0.144,10.0,2023,18.0,8.0,52.0,2023,0.0,1.0,1.0,1.0
000637.SZ,20240930,Train,0.2915,0.49029999999999996,0.10709288999999998,0.5945339588007342,0.144,10.0,2023,18.0,8.0,52.0,2023,0.0,1.0,1.0,1.0
000637.SZ,20241231,Train,0.2915,0.5077,0.10740900999999999,0.5741579673035256,0.144,10.0,2023,18.0,8.0,52.0,2023,0.0,1.0,1.0,1.0
000638.SZ,20200331,Test,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,10.0,4.0,40.0,2019,0.0,0.0,0.0,1.0
000638.SZ,20200630,Test,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,10.0,4.0,40.0,2019,0.0,0.0,0.0,1.0
000638.SZ,20200930,Test,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,10.0,4.0,40.0,2019,0.0,0.0,0.0,1.0
000638.SZ,20201231,Test,0.37689999999999996,0.43139999999999995,0.14251219999999995,0.873667130273528,0.3631,10.0,2019,10.0,4.0,40.0,2019,0.0,0.0,0.0,1.0
000638.SZ,20210331,Test,0.37689999999999996,0.43139999999999995,0.14251219999999995,0.873667130273528,0.3631,10.0,2020,8.0,3.0,37.5,2020,0.0,0.0,0.0,1.0
000638.SZ,20210630,Test,0.37689999999999996,0.43139999999999995,0.14251219999999995,0.873667130273528,0.3631,10.0,2020,8.0,3.0,37.5,2020,0.0,0.0,0.0,1.0
000638.SZ,20210930,Test,0.37689999999999996,0.43139999999999995,0.14251219999999995,0.873667130273528,0.3631,10.0,2020,8.0,3.0,37.5,2020,0.0,0.0,0.0,1.0
000638.SZ,20211231,Test,0.37689999999999996,0.4231999999999999,0.14233063999999998,0.8905954631379963,0.36679999999999996,10.0,2020,8.0,3.0,37.5,2020,0.0,0.0,0.0,1.0
000638.SZ,20220331,Test,0.37689999999999996,0.4231999999999999,0.14233063999999998,0.8905954631379963,0.36679999999999996,10.0,2021,10.0,5.0,50.0,2021,0.0,0.0,0.0,1.0
000638.SZ,20220630,Test,0.37689999999999996,0.4231999999999999,0.14233063999999998,0.8905954631379963,0.36679999999999996,10.0,2021,10.0,5.0,50.0,2021,0.0,0.0,0.0,1.0
000638.SZ,20220930,Test,0.37689999999999996,0.4231999999999999,0.14233063999999998,0.8905954631379963,0.36679999999999996,10.0,2021,10.0,5.0,50.0,2021,0.0,0.0,0.0,1.0
000638.SZ,20221231,Test,0.37689999999999996,0.4008999999999999,0.14211973,0.934049387673158,0.37309999999999993,10.0,2021,10.0,5.0,50.0,2021,0.0,0.0,0.0,1.0
