secucode,year,kind,date,type
000606.SZ,2021,reply,2009-09-17,
000606.SZ,2021,reply,2021-05-27,
000606.SZ,2021,reply,2021-05-12,
000606.SZ,2021,reply,2020-12-28,
000606.SZ,2021,reply,2021-11-30,
000606.SZ,2022,reply,2022-09-30,
000606.SZ,2022,reply,2022-12-29,
000606.SZ,2022,reply,2022-08-19,
000606.SZ,2022,reply,2022-05-06,
000606.SZ,2022,reply,2022-12-29,
000606.SZ,2022,reply,2022-07-11,
000606.SZ,2022,reply,2022-02-07,
000606.SZ,2022,reply,2022-05-06,
000606.SZ,2023,reply,2022-05-06,
000609.SZ,2020,reply,2020-06-29,
000609.SZ,2020,reply,2020-05-07,
000609.SZ,2020,reply,2020-07-16,
000609.SZ,2021,reply,2021-08-16,
000609.SZ,2021,reply,2021-06-04,
000609.SZ,2022,reply,2022-05-12,
000609.SZ,2024,reply,2024-06-30,
000609.SZ,2024,reply,2023-12-31,
000611.SZ,2020,reply,2020-05-26,
000611.SZ,2020,reply,2019-08-09,
000611.SZ,2021,reply,2021-05-06,
000611.SZ,2021,reply,2021-05-21,
000611.SZ,2021,reply,2021-05-13,
000611.SZ,2022,reply,2022-04-17,
000611.SZ,2022,reply,2022-06-06,
000611.SZ,2022,reply,2022-01-26,
000612.SZ,2021,reply,2021-12-21,
000613.SZ,2021,reply,2021-06-08,
000613.SZ,2022,reply,2022-04-25,
000613.SZ,2022,reply,2021-10-01,
000615.SZ,2020,reply,2020-05-12,
000615.SZ,2021,reply,2021-03-25,
000615.SZ,2021,reply,2021-11-22,
000615.SZ,2021,reply,2021-04-30,
000615.SZ,2022,reply,2022-04-27,
000615.SZ,2023,reply,2023-12-25,
000615.SZ,2023,reply,2023-12-26,
000615.SZ,2023,reply,2018-09-21,
000615.SZ,2023,reply,2023-04-15,
000615.SZ,2024,reply,2024-01-31,
000615.SZ,2024,reply,2024-05-16,
000616.SZ,2020,reply,2020-10-12,
000616.SZ,2020,reply,2020-06-30,
000616.SZ,2020,reply,2019-12-31,
000616.SZ,2020,reply,2020-04-30,
000616.SZ,2020,reply,2020-12-22,
000616.SZ,2020,reply,2021-11-22,
000616.SZ,2021,reply,2021-01-30,
000616.SZ,2021,reply,2020-12-31,
000616.SZ,2022,reply,2022-09-15,
000616.SZ,2022,reply,2022-05-05,
000616.SZ,2022,reply,2022-01-29,
000616.SZ,2022,reply,2022-04-16,
000616.SZ,2023,reply,2023-03-02,
000616.SZ,2023,reply,2023-05-31,
000616.SZ,2023,reply,2023-03-02,
000616.SZ,2023,reply,2022-12-20,
000620.SZ,2020,reply,2020-07-09,
000620.SZ,2020,reply,2020-04-30,
000620.SZ,2021,reply,2021-02-03,
000620.SZ,2021,reply,2021-06-10,
000620.SZ,2022,reply,2022-02-18,
000620.SZ,2022,reply,2022-05-27,
000620.SZ,2023,reply,2023-02-16,
000620.SZ,2023,reply,2023-05-24,
000620.SZ,2023,reply,2023-04-28,
000620.SZ,2024,reply,2024-05-17,
000620.SZ,2024,reply,2024-06-30,
000622.SZ,2020,reply,2020-05-22,
000622.SZ,2022,reply,2022-11-02,
000622.SZ,2023,reply,2023-05-19,
000622.SZ,2023,reply,2023-03-24,
000622.SZ,2023,reply,2023-06-16,
000622.SZ,2023,reply,2023-06-05,
000622.SZ,2024,reply,2024-06-26,
000626.SZ,2022,reply,2022-11-16,
000628.SZ,2020,reply,2020-05-19,
000628.SZ,2022,reply,2022-06-20,
000628.SZ,2023,reply,2023-11-10,
000629.SZ,2021,reply,2021-09-23,
000629.SZ,2021,reply,2021-05-18,
000630.SZ,2021,reply,2021-04-09,
000630.SZ,2023,reply,2023-01-18,
000633.SZ,2020,reply,2020-03-13,
000633.SZ,2021,reply,2021-02-25,
000633.SZ,2021,reply,2021-06-04,
000633.SZ,2022,reply,2022-03-31,
000633.SZ,2022,reply,2022-02-25,
000637.SZ,2020,reply,2020-05-20,
000637.SZ,2020,reply,2020-02-28,
000637.SZ,2021,reply,2021-05-29,
000637.SZ,2021,reply,2021-02-23,
000637.SZ,2022,reply,2022-10-28,
000637.SZ,2022,reply,2022-01-26,
000637.SZ,2022,reply,2022-02-23,
000637.SZ,2023,reply,2023-05-18,
000637.SZ,2024,reply,2024-06-11,
000637.SZ,2024,reply,2024-01-03,
000638.SZ,2021,reply,2021-08-31,
000638.SZ,2021,reply,2021-03-05,
000638.SZ,2021,reply,2021-04-14,
000638.SZ,2021,reply,2021-08-31,
000638.SZ,2021,reply,2021-11-09,
000638.SZ,2022,reply,2022-05-05,
000638.SZ,2024,reply,2024-05-20,
000639.SZ,2020,reply,2020-10-13,
000639.SZ,2021,reply,2021-12-28,
000639.SZ,2021,reply,2021-06-29,
000639.SZ,2022,reply,2022-07-31,
000639.SZ,2023,reply,2023-07-05,
000639.SZ,2024,reply,2024-06-13,
000652.SZ,2021,reply,2021-06-17,
000652.SZ,2022,reply,2022-02-11,
000652.SZ,2022,reply,2022-06-02,
000652.SZ,2023,reply,2023-05-25,
000656.SZ,2021,reply,2021-06-28,
000656.SZ,2022,reply,2022-06-30,
000656.SZ,2022,reply,2022-06-30,
000656.SZ,2022,reply,2022-05-28,
000656.SZ,2022,reply,2022-01-22,
000656.SZ,2023,reply,2023-06-30,
000656.SZ,2023,reply,2023-06-30,
000656.SZ,2023,reply,2023-05-22,
000656.SZ,2023,reply,2023-06-30,
000656.SZ,2023,reply,2023-06-30,
000656.SZ,2024,reply,2024-06-30,
000659.SZ,2020,reply,2020-06-12,
000659.SZ,2021,reply,2021-05-31,
000661.SZ,2020,reply,2020-09-18,
000661.SZ,2020,reply,2020-04-01,
000662.SZ,2020,reply,2020-02-21,
000662.SZ,2020,reply,2020-05-11,
000663.SZ,2020,reply,2020-06-06,
000663.SZ,2021,reply,2021-09-17,
000663.SZ,2024,reply,2024-04-09,
000666.SZ,2020,reply,2020-04-24,
000666.SZ,2021,reply,2021-11-13,
000667.SZ,2022,reply,2022-02-12,
000667.SZ,2022,reply,2023-01-06,
000667.SZ,2022,reply,2022-07-13,
000667.SZ,2023,reply,2023-02-08,
000668.SZ,2020,reply,2020-06-09,
000668.SZ,2020,reply,2020-12-23,
000668.SZ,2021,reply,2021-07-06,
000668.SZ,2021,reply,2021-11-30,
000668.SZ,2022,reply,2022-01-26,
000668.SZ,2022,reply,2022-02-19,
000668.SZ,2023,reply,2023-04-25,
000668.SZ,2024,reply,2024-05-20,
000668.SZ,2024,reply,2024-06-30,
000668.SZ,2024,reply,2024-01-31,
000669.SZ,2020,reply,2020-05-18,
000669.SZ,2021,reply,2021-05-13,
000669.SZ,2021,reply,2021-11-16,
000669.SZ,2022,reply,2022-07-11,
000669.SZ,2023,reply,2023-07-05,
000669.SZ,2023,reply,2023-06-09,
000669.SZ,2024,reply,2024-06-07,
000670.SZ,2020,reply,2020-06-20,
000670.SZ,2021,reply,2021-12-10,
000670.SZ,2021,reply,2021-12-02,
000670.SZ,2022,reply,2022-07-27,
000670.SZ,2022,reply,2022-02-16,
000670.SZ,2023,reply,2023-06-29,
000671.SZ,2022,reply,2022-06-27,
000671.SZ,2022,reply,2022-01-29,
000671.SZ,2022,reply,2020-09-25,
000671.SZ,2023,reply,2023-01-09,
000673.SZ,2020,reply,2020-06-19,
000673.SZ,2021,reply,2021-12-09,
000673.SZ,2021,reply,2021-02-26,
000673.SZ,2021,reply,2021-12-16,
000673.SZ,2021,reply,2021-03-31,
000673.SZ,2021,reply,2021-11-11,
000673.SZ,2021,reply,2021-08-05,
000673.SZ,2022,reply,2022-02-14,
000676.SZ,2020,reply,2020-07-17,
000676.SZ,2020,reply,2020-02-12,
000676.SZ,2021,reply,2021-02-19,
000676.SZ,2021,reply,2021-06-24,
000676.SZ,2022,reply,2022-06-10,
000676.SZ,2022,reply,2022-01-20,
000679.SZ,2020,reply,2020-07-13,
000679.SZ,2020,reply,2020-09-09,
000679.SZ,2020,reply,2020-06-19,
000679.SZ,2021,reply,2021-04-26,
000679.SZ,2022,reply,2022-06-15,
000679.SZ,2024,reply,2024-06-13,
000683.SZ,2022,reply,2022-02-28,
000685.SZ,2023,reply,2022-09-30,
000687.SZ,2020,reply,2020-04-10,
000687.SZ,2020,reply,2020-07-29,
000687.SZ,2020,reply,2020-06-20,
000687.SZ,2020,reply,2020-05-25,
000687.SZ,2020,reply,2020-07-02,
000687.SZ,2020,reply,2020-05-20,
000687.SZ,2020,reply,2020-02-04,
000687.SZ,2020,reply,2020-06-06,
000687.SZ,2020,reply,2020-04-24,
000687.SZ,2020,reply,2020-07-27,
000687.SZ,2021,reply,2021-08-04,
000687.SZ,2021,reply,2021-06-16,
000687.SZ,2021,reply,2021-09-14,
000687.SZ,2022,reply,2022-02-08,
000688.SZ,2021,reply,2021-07-13,
000688.SZ,2021,reply,2021-08-16,
000688.SZ,2022,reply,2022-05-06,
000688.SZ,2022,reply,2022-10-09,
000690.SZ,2023,reply,2023-06-22,
000691.SZ,2020,reply,2020-03-24,
000691.SZ,2020,reply,2020-06-04,
000691.SZ,2023,reply,2023-06-01,
000691.SZ,2023,reply,2023-05-11,
000692.SZ,2021,reply,2021-12-24,
000692.SZ,2021,reply,2021-12-11,
000692.SZ,2021,reply,2021-06-12,
000692.SZ,2022,reply,2022-05-17,
000692.SZ,2022,reply,2022-02-10,
000692.SZ,2023,reply,2023-06-30,
000692.SZ,2023,reply,2023-06-30,
000692.SZ,2023,reply,2023-06-10,
000692.SZ,2023,reply,2023-12-26,
000692.SZ,2023,reply,2023-02-10,
000692.SZ,2023,reply,2024-01-18,
000692.SZ,2023,reply,2023-06-30,
000692.SZ,2024,reply,2024-05-28,
000692.SZ,2024,reply,2024-06-30,
000695.SZ,2023,reply,2023-03-15,
000697.SZ,2020,reply,2020-05-26,
000697.SZ,2020,reply,2020-02-03,
000697.SZ,2021,reply,2021-04-23,
000697.SZ,2022,reply,2022-05-30,
000697.SZ,2022,reply,2022-11-15,
000697.SZ,2023,reply,2022-12-31,
000697.SZ,2024,reply,2024-01-08,
000697.SZ,2024,reply,2024-04-23,
000698.SZ,2020,reply,2020-03-28,
000700.SZ,2020,reply,2020-01-14,
000700.SZ,2020,reply,2020-04-15,
000700.SZ,2021,reply,2021-09-24,
000700.SZ,2022,reply,2022-06-09,
000700.SZ,2023,reply,2023-06-02,
000701.SZ,2020,reply,2019-06-30,
000701.SZ,2020,reply,2020-01-21,
000707.SZ,2020,reply,2020-06-08,
000707.SZ,2021,reply,2021-06-23,
000707.SZ,2021,reply,2021-04-09,
000707.SZ,2022,reply,2022-03-25,
000709.SZ,2021,reply,2021-08-31,
000710.SZ,2020,reply,2020-07-03,
000710.SZ,2022,reply,2022-05-19,
000711.SZ,2020,reply,2020-06-02,
000711.SZ,2020,reply,2020-09-24,
000711.SZ,2021,reply,2021-07-03,
000711.SZ,2021,reply,2021-12-30,
000711.SZ,2021,reply,2020-06-15,
000711.SZ,2022,reply,2022-08-22,
000711.SZ,2022,reply,2022-05-09,
000711.SZ,2023,reply,2023-06-09,
000711.SZ,2023,reply,2023-01-31,
000711.SZ,2024,reply,2023-12-26,
000712.SZ,2021,reply,2020-08-04,
000712.SZ,2022,reply,2021-06-03,
000713.SZ,2021,reply,2021-04-09,
000716.SZ,2020,reply,2020-01-21,
000716.SZ,2022,reply,2022-10-10,
000716.SZ,2023,reply,2023-12-31,
000716.SZ,2023,reply,2023-01-13,
000716.SZ,2024,reply,2024-04-30,
000718.SZ,2021,reply,2021-08-06,
000718.SZ,2022,reply,2022-11-01,
000721.SZ,2022,reply,2022-11-14,
000721.SZ,2022,reply,2022-12-23,
000723.SZ,2020,reply,2020-04-28,
000723.SZ,2020,reply,2020-09-30,
000723.SZ,2021,reply,2021-07-20,
000723.SZ,2021,reply,2021-06-11,
000723.SZ,2021,reply,2021-02-01,
000723.SZ,2022,reply,2022-05-31,
000723.SZ,2023,reply,2023-06-26,
000723.SZ,2024,reply,2024-06-05,
000727.SZ,2020,reply,2020-11-17,
000727.SZ,2020,reply,2020-09-19,
000727.SZ,2020,reply,2020-06-05,
000727.SZ,2021,reply,2021-04-03,
000727.SZ,2021,reply,2021-04-01,
000732.SZ,2020,reply,2020-08-24,
000732.SZ,2020,reply,2020-05-13,
000732.SZ,2020,reply,2020-05-12,
000732.SZ,2020,reply,2020-05-13,
000732.SZ,2021,reply,2021-02-01,
000732.SZ,2021,reply,2021-05-31,
000732.SZ,2022,reply,2022-05-30,
000732.SZ,2022,reply,2022-03-03,
000732.SZ,2022,reply,2022-09-26,
000732.SZ,2023,reply,2023-02-03,
000736.SZ,2022,reply,2022-04-07,
000737.SZ,2020,reply,2020-04-07,
000737.SZ,2021,reply,2021-02-01,
000737.SZ,2021,reply,2019-04-18,
000737.SZ,2024,reply,2024-04-09,
000751.SZ,2020,reply,2020-05-07,
000751.SZ,2021,reply,2021-09-23,
000752.SZ,2020,reply,2020-06-16,
000752.SZ,2021,reply,2021-12-20,
000752.SZ,2021,reply,2021-09-02,
000752.SZ,2021,reply,2021-08-17,
000752.SZ,2021,reply,2021-10-29,
000752.SZ,2022,reply,2022-09-22,
000752.SZ,2022,reply,2022-09-30,
000752.SZ,2022,reply,2022-08-29,
000752.SZ,2022,reply,2022-04-21,
000752.SZ,2022,reply,2022-02-18,
000752.SZ,2022,reply,2022-07-01,
000752.SZ,2023,reply,2023-06-29,
000752.SZ,2023,reply,2024-01-24,
000752.SZ,2024,reply,2024-07-17,
000752.SZ,2024,reply,2024-03-15,
000752.SZ,2024,reply,2024-04-26,
000755.SZ,2020,reply,2020-12-09,
000755.SZ,2022,reply,2022-07-15,
000756.SZ,2022,reply,2022-12-16,
000757.SZ,2023,reply,2023-03-17,
000758.SZ,2020,reply,2020-05-08,
000758.SZ,2020,reply,2020-12-24,
000758.SZ,2020,reply,2020-02-07,
000758.SZ,2020,reply,2020-03-24,
000758.SZ,2022,reply,2022-04-29,
000759.SZ,2022,reply,2022-09-17,
000760.SZ,2020,reply,2020-07-22,
000760.SZ,2020,reply,2020-04-15,
000760.SZ,2020,reply,2020-05-07,
000760.SZ,2020,reply,2020-07-06,
000760.SZ,2020,reply,2020-12-18,
000760.SZ,2020,reply,2020-07-06,
000760.SZ,2020,reply,2020-01-14,
000760.SZ,2021,reply,2020-12-28,
000760.SZ,2021,reply,2021-02-05,
000761.SZ,2024,reply,2024-06-11,
000762.SZ,2021,reply,2021-09-09,
000762.SZ,2021,reply,2021-11-25,
000766.SZ,2020,reply,2020-07-17,
000766.SZ,2021,reply,2021-05-28,
000768.SZ,2020,reply,2020-10-14,
000771.SZ,2021,reply,2021-11-18,
000771.SZ,2023,reply,2023-05-10,
000780.SZ,2020,reply,2020-06-03,
000780.SZ,2021,reply,2021-06-18,
000780.SZ,2021,reply,2021-06-28,
000782.SZ,2020,reply,2020-12-22,
000782.SZ,2021,reply,2021-06-03,
000782.SZ,2024,reply,2024-04-26,
000782.SZ,2024,reply,2024-01-16,
000786.SZ,2021,reply,2021-02-22,
000788.SZ,2021,reply,2021-05-12,
000790.SZ,2022,reply,2022-06-07,
000792.SZ,2020,reply,2019-11-06,
000792.SZ,2020,reply,2020-06-08,
000792.SZ,2023,reply,2023-05-08,
000793.SZ,2020,reply,2020-06-04,
000793.SZ,2021,reply,2021-06-30,
000793.SZ,2021,reply,2018-07-16,
000793.SZ,2021,reply,2021-01-30,
000793.SZ,2023,reply,2023-05-26,
000796.SZ,2021,reply,2021-12-06,
000796.SZ,2021,reply,2021-06-29,
000796.SZ,2022,reply,2022-07-30,
000796.SZ,2022,reply,2022-09-10,
000796.SZ,2023,reply,2023-07-05,
000796.SZ,2023,reply,2023-04-07,
000796.SZ,2023,reply,2023-06-30,
000796.SZ,2024,reply,2023-06-25,
000798.SZ,2023,reply,2023-06-14,
000802.SZ,2020,reply,2018-12-20,
000802.SZ,2020,reply,2020-06-30,
000802.SZ,2020,reply,2020-06-30,
000802.SZ,2021,reply,2021-01-29,
000802.SZ,2021,reply,2020-11-06,
000802.SZ,2021,reply,2021-01-29,
000802.SZ,2022,reply,2022-06-30,
000802.SZ,2023,reply,2023-04-27,
000803.SZ,2020,reply,2020-11-03,
000803.SZ,2020,reply,2020-09-23,
000803.SZ,2020,reply,2020-07-16,
000803.SZ,2020,reply,2020-02-05,
000803.SZ,2021,reply,2021-02-24,
000803.SZ,2022,reply,2022-06-22,
000803.SZ,2022,reply,2022-08-05,
000806.SZ,2020,reply,2020-04-30,
000806.SZ,2020,reply,2020-06-30,
000806.SZ,2020,reply,2020-05-29,
000806.SZ,2021,reply,2021-04-27,
000806.SZ,2021,reply,2021-04-28,
000806.SZ,2021,reply,2021-08-17,
000806.SZ,2021,reply,2020-12-28,
000806.SZ,2021,reply,2021-01-30,
000806.SZ,2022,reply,2022-05-30,
000806.SZ,2023,reply,2017-10-24,
000809.SZ,2022,reply,2022-07-04,
000809.SZ,2022,reply,2022-03-11,
000809.SZ,2023,reply,2023-05-31,
000812.SZ,2020,reply,2020-12-29,
000812.SZ,2020,reply,2020-05-13,
000812.SZ,2021,reply,2021-12-14,
000812.SZ,2021,reply,2021-06-23,
000812.SZ,2021,reply,2021-11-23,
000812.SZ,2021,reply,2021-06-02,
000812.SZ,2022,reply,2022-05-17,
000812.SZ,2023,reply,2023-04-27,
000812.SZ,2023,reply,2023-03-15,
000813.SZ,2020,reply,2020-06-12,
000813.SZ,2020,reply,2020-08-19,
000813.SZ,2021,reply,2021-11-29,
000813.SZ,2021,reply,2021-06-30,
000813.SZ,2021,reply,2021-03-11,
000815.SZ,2023,reply,2023-06-07,
000816.SZ,2020,reply,2020-09-11,
000816.SZ,2020,reply,2019-12-31,
000816.SZ,2021,reply,2017-12-27,
000818.SZ,2020,reply,2020-04-13,
000818.SZ,2020,reply,2020-01-22,
000820.SZ,2020,reply,2020-05-06,
000820.SZ,2020,reply,2020-05-25,
000820.SZ,2021,reply,2021-12-15,
000820.SZ,2021,reply,2021-06-10,
000820.SZ,2021,reply,2020-06-04,
000820.SZ,2021,reply,2021-05-20,
000820.SZ,2021,reply,2021-12-24,
000820.SZ,2021,reply,2021-10-29,
000820.SZ,2022,reply,2022-08-16,
000820.SZ,2022,reply,2022-09-26,
000820.SZ,2022,reply,2022-10-26,
000820.SZ,2022,reply,2022-02-11,
000820.SZ,2023,reply,2023-06-08,
000820.SZ,2024,reply,2024-06-05,
000820.SZ,2024,reply,2024-01-17,
000820.SZ,2024,reply,2024-05-16,
000820.SZ,2024,reply,2024-01-17,
000821.SZ,2020,reply,2014-06-10,
000821.SZ,2023,reply,2023-06-05,
000821.SZ,2024,reply,2024-05-21,
000822.SZ,2023,reply,2023-06-16,
000826.SZ,2021,reply,2021-01-25,
000826.SZ,2021,reply,2021-06-30,
000826.SZ,2021,reply,2022-03-01,
000826.SZ,2022,reply,2022-06-30,
000826.SZ,2022,reply,2020-08-27,
000826.SZ,2022,reply,2022-03-01,
000826.SZ,2023,reply,2023-06-30,
000828.SZ,2023,reply,2023-05-18,
000828.SZ,2023,reply,2023-08-23,
000828.SZ,2023,reply,2023-05-18,
000829.SZ,2021,reply,2021-05-25,
000829.SZ,2021,reply,2021-09-15,
000830.SZ,2022,reply,2022-12-09,
000835.SZ,2020,reply,2020-08-11,
000835.SZ,2020,reply,2020-07-15,
000835.SZ,2020,reply,2020-05-13,
000835.SZ,2021,reply,2021-07-06,
000835.SZ,2021,reply,2021-10-26,
000835.SZ,2021,reply,2021-02-26,
000835.SZ,2021,reply,2021-12-28,
000837.SZ,2020,reply,2020-06-01,
000837.SZ,2021,reply,2021-05-14,
000838.SZ,2023,reply,2023-07-27,
000838.SZ,2024,reply,2024-03-28,
000839.SZ,2021,reply,2021-02-01,
000839.SZ,2021,reply,2021-11-08,
000839.SZ,2022,reply,2022-09-30,
000839.SZ,2022,reply,2021-12-31,
000839.SZ,2023,reply,2023-06-03,
000848.SZ,2022,reply,2022-12-27,
000850.SZ,2020,reply,2020-03-09,
000850.SZ,2022,reply,2022-12-31,
000851.SZ,2021,reply,2021-06-11,
000851.SZ,2022,reply,2022-01-17,
000851.SZ,2022,reply,2022-06-28,
000851.SZ,2023,reply,2023-07-13,
000851.SZ,2023,reply,2023-02-09,
000851.SZ,2024,reply,2024-05-31,
000858.SZ,2021,reply,2021-01-07,
000861.SZ,2021,reply,2021-11-24,
000861.SZ,2021,reply,2021-12-08,
000861.SZ,2023,reply,2023-06-30,
000862.SZ,2020,reply,2020-04-09,
000862.SZ,2022,reply,2022-03-16,
000863.SZ,2020,reply,2020-05-22,
000863.SZ,2021,reply,2021-06-26,
000863.SZ,2022,reply,2022-04-29,
000868.SZ,2020,reply,2020-06-20,
000868.SZ,2021,reply,2021-04-16,
000868.SZ,2022,reply,2022-09-20,
000877.SZ,2021,reply,2021-06-30,
000878.SZ,2021,reply,2021-12-09,
000881.SZ,2022,reply,2022-07-19,
000881.SZ,2023,reply,2023-09-05,
000885.SZ,2023,reply,2023-06-26,
000886.SZ,2021,reply,2021-06-11,
000886.SZ,2022,reply,2022-05-18,
000886.SZ,2023,reply,2023-02-24,
000886.SZ,2024,reply,2024-05-22,
000886.SZ,2024,reply,2024-02-19,
000887.SZ,2021,reply,2021-04-07,
000887.SZ,2022,reply,2022-12-30,
000889.SZ,2020,reply,2020-07-29,
000889.SZ,2020,reply,2020-04-16,
000889.SZ,2021,reply,2021-07-15,
000889.SZ,2021,reply,2021-11-11,
000889.SZ,2021,reply,2022-01-21,
000889.SZ,2022,reply,2022-05-28,
000889.SZ,2022,reply,2022-02-19,
000889.SZ,2022,reply,2022-06-21,
000889.SZ,2023,reply,2023-06-03,
000889.SZ,2024,reply,2024-10-11,
000890.SZ,2020,reply,2020-06-03,
000890.SZ,2020,reply,2020-03-11,
000890.SZ,2020,reply,2020-05-16,
000890.SZ,2021,reply,2021-06-01,
000890.SZ,2021,reply,2021-05-14,
000890.SZ,2022,reply,2022-05-18,
000890.SZ,2023,reply,2023-06-09,
000890.SZ,2023,reply,2023-02-14,
000890.SZ,2024,reply,2024-05-31,
000892.SZ,2020,reply,2020-01-23,
000892.SZ,2020,reply,2019-06-02,
000892.SZ,2020,reply,2020-01-21,
000892.SZ,2021,reply,2021-06-18,
000892.SZ,2022,reply,2020-12-31,
000892.SZ,2022,reply,2022-08-27,
000892.SZ,2023,reply,2023-08-31,
000893.SZ,2021,reply,2021-09-03,
000893.SZ,2024,reply,2024-04-01,
000895.SZ,2021,reply,2021-10-13,
000895.SZ,2022,reply,2022-05-28,
000897.SZ,2020,reply,2020-06-04,
000901.SZ,2024,reply,2024-04-15,
000902.SZ,2022,reply,2022-07-21,
000903.SZ,2020,reply,2020-04-03,
000906.SZ,2020,reply,2020-10-17,
000906.SZ,2021,reply,2021-04-10,
000908.SZ,2020,reply,2020-04-13,
000908.SZ,2021,reply,2021-09-08,
000908.SZ,2021,reply,2021-11-24,
000908.SZ,2022,reply,2022-06-10,
000908.SZ,2023,reply,2023-07-07,
000908.SZ,2024,reply,2024-06-27,
000909.SZ,2020,reply,2020-03-26,
000909.SZ,2023,reply,2023-06-17,
000909.SZ,2024,reply,2024-06-14,
000910.SZ,2023,reply,2023-07-10,
000910.SZ,2024,reply,2024-01-19,
000911.SZ,2020,reply,2020-04-25,
000911.SZ,2020,reply,2020-06-09,
000911.SZ,2020,reply,2020-08-25,
000911.SZ,2024,reply,2024-05-13,
000918.SZ,2020,reply,2020-05-25,
000918.SZ,2022,reply,2022-07-21,
000918.SZ,2022,reply,2022-04-30,
000918.SZ,2023,reply,2022-08-12,
000918.SZ,2023,reply,2023-05-04,
000918.SZ,2023,reply,2023-04-28,
000922.SZ,2023,reply,2023-08-14,
000927.SZ,2020,reply,2020-05-27,
000927.SZ,2020,reply,2020-07-04,
000929.SZ,2024,reply,2023-12-31,
000931.SZ,2023,reply,2023-02-03,
000931.SZ,2023,reply,2023-03-09,
000933.SZ,2020,reply,2020-09-26,
000933.SZ,2021,reply,2021-05-21,
000933.SZ,2022,reply,2022-02-26,
000933.SZ,2022,reply,2022-05-18,
000937.SZ,2021,reply,2019-12-31,
000937.SZ,2023,reply,2022-09-30,
000953.SZ,2020,reply,2020-05-28,
000953.SZ,2021,reply,2021-05-25,
000953.SZ,2022,reply,2022-06-16,
000953.SZ,2022,reply,2022-09-03,
000953.SZ,2024,reply,2024-06-01,
000957.SZ,2022,reply,2022-06-01,
000958.SZ,2021,reply,2021-06-03,
000959.SZ,2020,reply,2020-12-16,
000959.SZ,2021,reply,2021-12-17,
000961.SZ,2022,reply,2022-04-27,
000961.SZ,2023,reply,2023-07-18,
000961.SZ,2023,reply,2023-06-30,
000961.SZ,2024,reply,2024-03-08,
000962.SZ,2021,reply,2021-09-28,
000963.SZ,2021,reply,2021-09-30,
000965.SZ,2022,reply,2022-03-28,
000966.SZ,2020,reply,2020-12-25,
000966.SZ,2020,reply,2021-01-08,
000967.SZ,2021,reply,2021-06-21,
000971.SZ,2020,reply,2020-01-06,
000971.SZ,2020,reply,2020-06-24,
000971.SZ,2022,reply,2021-05-28,
000971.SZ,2022,reply,2021-06-17,
000971.SZ,2023,reply,2023-06-30,
000971.SZ,2023,reply,2023-05-17,
000971.SZ,2024,reply,2024-05-14,
000971.SZ,2024,reply,2032-06-30,
000971.SZ,2024,reply,2024-05-24,
000972.SZ,2020,reply,2020-07-06,
000972.SZ,2021,reply,2021-06-04,
000972.SZ,2022,reply,2022-05-27,
000972.SZ,2022,reply,2022-07-11,
000972.SZ,2022,reply,2022-05-27,
000972.SZ,2022,reply,2022-01-27,
000972.SZ,2023,reply,2023-04-13,
000972.SZ,2023,reply,2023-04-03,
000972.SZ,2023,reply,2023-01-12,
000975.SZ,2021,reply,2015-12-31,
000976.SZ,2021,reply,2021-06-24,
000976.SZ,2023,reply,2023-06-02,
000976.SZ,2023,reply,2023-02-07,
000976.SZ,2024,reply,2024-02-29,
000977.SZ,2023,reply,2023-02-15,
000978.SZ,2023,reply,2023-06-30,
000980.SZ,2020,reply,2020-06-29,
000980.SZ,2020,reply,2020-09-17,
000980.SZ,2020,reply,2020-06-18,
000980.SZ,2020,reply,2020-08-31,
000980.SZ,2020,reply,2019-11-09,
000980.SZ,2021,reply,2021-04-15,
000980.SZ,2021,reply,2021-12-22,
000980.SZ,2021,reply,2021-02-19,
000980.SZ,2021,reply,2020-12-28,
000980.SZ,2021,reply,2020-09-23,
000980.SZ,2021,reply,2021-04-29,
000980.SZ,2021,reply,2021-03-10,
000980.SZ,2021,reply,2020-09-30,
000980.SZ,2022,reply,2022-11-11,
000980.SZ,2022,reply,2022-04-26,
000980.SZ,2023,reply,2023-06-29,
000980.SZ,2024,reply,2024-05-20,
000981.SZ,2020,reply,2020-12-04,
000981.SZ,2020,reply,2020-06-30,
000981.SZ,2020,reply,2020-02-01,
000981.SZ,2020,reply,2021-01-04,
000981.SZ,2021,reply,2021-06-03,
000981.SZ,2021,reply,2021-10-19,
000981.SZ,2022,reply,2022-05-24,
000981.SZ,2022,reply,2025-12-31,
000982.SZ,2020,reply,2020-06-30,
000982.SZ,2020,reply,2020-10-10,
000982.SZ,2020,reply,2020-06-13,
000982.SZ,2021,reply,2021-04-02,
