secucode,year,kind,date,type
688086.SH,2022,letter,2022-06-30,other
688086.SH,2022,letter,2022-03-10,annual_report
688086.SH,2022,letter,2022-06-05,other
688086.SH,2023,letter,2023-04-28,annual_report
688089.SH,2022,letter,2022-12-29,other
688089.SH,2023,letter,2023-03-18,other
688095.SH,2021,letter,2021-05-31,other
688095.SH,2024,letter,2023-10-31,other
688096.SH,2021,letter,2021-07-22,other
688101.SH,2021,letter,2021-07-30,other
688102.SH,2024,letter,2024-01-25,other
688113.SH,2021,letter,2021-08-14,other
688114.SH,2022,letter,2022-09-23,other
688131.SH,2021,letter,2021-11-03,other
688133.SH,2021,letter,2021-09-22,other
688133.SH,2021,letter,2021-08-31,other
688139.SH,2020,letter,2020-07-31,other
688161.SH,2022,letter,2022-12-22,other
688167.SH,2022,letter,2022-09-10,other
688180.SH,2020,letter,2020-11-19,other
688189.SH,2020,letter,2020-09-30,other
688189.SH,2021,letter,2021-11-16,restructuring
688189.SH,2022,letter,2022-12-16,restructuring
688202.SH,2022,letter,2022-11-23,other
688208.SH,2022,letter,2022-09-03,other
688223.SH,2023,letter,2023-05-24,other
688228.SH,2020,letter,2020-05-28,other
688228.SH,2022,letter,2021-08-23,other
688229.SH,2023,letter,2023-08-17,other
688258.SH,2023,letter,2022-12-31,other
688260.SH,2024,letter,2024-04-04,other
688265.SH,2022,letter,2022-07-18,other
688272.SH,2023,letter,2023-01-31,other
688272.SH,2024,letter,2024-01-29,other
688272.SH,2024,letter,2024-06-30,other
688273.SH,2024,letter,2024-03-31,other
688282.SH,2023,letter,2023-09-07,other
688282.SH,2024,letter,2024-04-03,other
688287.SH,2024,letter,2024-06-30,other
688287.SH,2024,letter,2023-12-31,annual_report
688287.SH,2024,letter,2024-06-05,other
688287.SH,2024,letter,2024-10-29,other
688289.SH,2021,letter,2021-06-21,other
688297.SH,2023,letter,2023-04-29,annual_report
688298.SH,2020,letter,2020-02-23,other
688306.SH,2023,letter,2023-08-23,other
688309.SH,2022,letter,2022-06-30,other
688309.SH,2023,letter,2023-06-30,other
688318.SH,2022,letter,2022-08-10,other
688319.SH,2022,letter,2022-06-01,other
688337.SH,2024,letter,2024-01-09,other
688350.SH,2023,letter,2023-03-31,other
688356.SH,2023,letter,2023-09-19,other
688363.SH,2020,letter,2020-10-14,other
688365.SH,2021,letter,2021-09-14,other
688365.SH,2021,letter,2020-10-30,other
688365.SH,2022,letter,2022-05-06,annual_report
688368.SH,2023,letter,2023-03-15,other
688368.SH,2023,letter,2023-04-04,other
688418.SH,2022,letter,2022-05-28,other
688488.SH,2021,letter,2021-12-25,other
688488.SH,2022,letter,2022-07-19,other
688499.SH,2022,letter,2022-04-08,annual_report
688500.SH,2022,letter,2022-06-15,other
688500.SH,2023,letter,2023-08-08,other
688500.SH,2023,letter,2022-12-29,other
688500.SH,2024,letter,2024-06-30,other
688506.SH,2023,letter,2023-01-06,other
688551.SH,2021,letter,2021-09-28,other
688555.SH,2021,letter,2020-04-07,other
688560.SH,2023,letter,2023-02-22,annual_report
688565.SH,2022,letter,2022-03-08,other
688567.SH,2021,letter,2021-02-09,other
688567.SH,2021,letter,2018-12-21,other
688567.SH,2021,letter,2021-09-30,other
688575.SH,2023,letter,2023-09-15,other
688580.SH,2022,letter,2022-05-31,other
688585.SH,2021,letter,2021-04-29,other
688588.SH,2023,letter,2023-06-30,other
688598.SH,2021,letter,2021-08-27,other
688600.SH,2022,letter,2022-06-30,annual_report
688617.SH,2022,letter,2022-04-30,other
688636.SH,2021,letter,2021-06-30,other
688656.SH,2022,letter,2021-07-30,other
688662.SH,2023,letter,2023-05-26,other
688669.SH,2021,letter,2021-11-03,other
688669.SH,2022,letter,2022-06-30,other
688669.SH,2022,letter,2022-07-05,annual_report
688669.SH,2022,letter,2022-08-19,other
688683.SH,2022,letter,2022-09-02,other
688685.SH,2024,letter,2024-04-03,other
688698.SH,2022,letter,2022-09-16,other
688737.SH,2022,letter,2022-08-04,other
688737.SH,2023,letter,2023-03-23,other
830809.BJ,2023,letter,2023-09-25,annual_report
830809.BJ,2024,letter,2024-06-14,annual_report
830809.BJ,2024,letter,2024-04-26,other
830974.BJ,2024,letter,2024-04-25,annual_report
830974.BJ,2024,letter,2024-06-12,annual_report
831010.BJ,2024,letter,2024-03-20,other
831010.BJ,2024,letter,2024-05-13,annual_report
831010.BJ,2024,letter,2024-04-12,other
831039.BJ,2023,letter,2023-09-18,restructuring
831039.BJ,2023,letter,2023-06-27,other
831039.BJ,2024,letter,2024-03-26,other
831152.BJ,2023,letter,2023-11-07,quarterly
831152.BJ,2024,letter,2024-05-24,annual_report
831152.BJ,2024,letter,2024-04-23,other
831167.BJ,2023,letter,2023-11-07,other
831305.BJ,2023,letter,2023-06-16,other
831305.BJ,2024,letter,2024-06-21,annual_report
831370.BJ,2022,letter,2022-05-31,annual_report
831370.BJ,2023,letter,2023-07-20,other
831370.BJ,2023,letter,2023-11-01,quarterly
831370.BJ,2023,letter,2023-05-19,annual_report
831370.BJ,2024,letter,2024-05-09,annual_report
831370.BJ,2024,letter,2024-10-09,other
831445.BJ,2023,letter,2023-09-26,annual_report
831526.BJ,2024,letter,2024-06-13,annual_report
831768.BJ,2024,letter,2024-06-04,annual_report
831856.BJ,2024,letter,2024-05-17,annual_report
831906.BJ,2023,letter,2023-07-05,other
832023.BJ,2023,letter,2023-05-29,other
832145.BJ,2023,letter,2023-09-27,annual_report
832145.BJ,2023,letter,2023-05-12,annual_report
832145.BJ,2024,letter,2024-05-09,annual_report
832145.BJ,2024,letter,2024-11-22,quarterly
832149.BJ,2023,letter,2023-07-12,other
832149.BJ,2024,letter,2024-04-23,other
832149.BJ,2024,letter,2024-06-11,annual_report
832149.BJ,2024,letter,2024-11-18,quarterly
832171.BJ,2022,letter,2022-09-14,annual_report
832171.BJ,2023,letter,2023-05-19,annual_report
832171.BJ,2024,letter,2024-04-19,other
832171.BJ,2024,letter,2024-06-20,annual_report
832225.BJ,2023,letter,2023-07-11,other
832278.BJ,2023,letter,2023-10-18,other
832471.BJ,2023,letter,2023-09-28,annual_report
832471.BJ,2024,letter,2024-06-19,annual_report
832876.BJ,2024,letter,2024-05-22,annual_report
833030.BJ,2024,letter,2024-11-15,quarterly
833171.BJ,2024,letter,2024-06-11,annual_report
833230.BJ,2024,letter,2024-06-17,annual_report
833266.BJ,2021,letter,2021-05-19,annual_report
833266.BJ,2022,letter,2022-05-20,annual_report
833266.BJ,2022,letter,2022-09-08,annual_report
833266.BJ,2022,letter,2022-04-29,other
833266.BJ,2022,letter,2022-05-11,other
833266.BJ,2022,letter,2022-07-06,other
833266.BJ,2023,letter,2023-06-06,other
833266.BJ,2023,letter,2023-05-31,annual_report
833266.BJ,2023,letter,2023-05-18,annual_report
833266.BJ,2024,letter,2024-07-05,other
833266.BJ,2024,letter,2024-05-10,annual_report
833284.BJ,2024,letter,2024-06-03,annual_report
833427.BJ,2024,letter,2024-05-22,annual_report
833819.BJ,2022,letter,2022-04-15,annual_report
833873.BJ,2023,letter,2023-05-30,annual_report
834021.BJ,2022,letter,2022-05-13,annual_report
834021.BJ,2022,letter,2022-04-22,annual_report
834021.BJ,2023,letter,2023-09-28,annual_report
834021.BJ,2023,letter,2023-06-05,annual_report
834021.BJ,2024,letter,2024-05-21,annual_report
834407.BJ,2023,letter,2023-09-28,annual_report
834415.BJ,2022,letter,2022-08-02,restructuring
834415.BJ,2022,letter,2022-06-01,annual_report
834415.BJ,2023,letter,2023-03-24,restructuring
834415.BJ,2024,letter,2024-06-13,annual_report
834599.BJ,2022,letter,2022-08-23,other
834765.BJ,2022,letter,2022-05-31,annual_report
834770.BJ,2023,letter,2023-09-26,annual_report
834770.BJ,2023,letter,2023-10-13,other
834770.BJ,2024,letter,2024-05-15,annual_report
835184.BJ,2022,letter,2022-06-16,annual_report
835184.BJ,2022,letter,2022-05-30,annual_report
835184.BJ,2023,letter,2023-06-07,annual_report
835184.BJ,2023,letter,2023-02-17,other
835185.BJ,2022,letter,2022-07-20,other
835305.BJ,2022,letter,2022-06-02,annual_report
835305.BJ,2023,letter,2023-05-30,annual_report
835305.BJ,2023,letter,2023-05-12,annual_report
835305.BJ,2024,letter,2024-05-21,annual_report
835305.BJ,2024,letter,2024-04-17,annual_report
835368.BJ,2022,letter,2022-08-19,other
835508.BJ,2023,letter,2023-10-13,other
835508.BJ,2024,letter,2024-11-06,quarterly
835508.BJ,2024,letter,2024-05-22,annual_report
835670.BJ,2023,letter,2023-09-22,annual_report
835670.BJ,2024,letter,2024-12-31,other
836149.BJ,2023,letter,2023-05-26,annual_report
836149.BJ,2024,letter,2024-05-13,annual_report
836239.BJ,2022,letter,2022-03-08,restructuring
836239.BJ,2023,letter,2023-10-31,annual_report
836239.BJ,2023,letter,2023-05-18,annual_report
836239.BJ,2024,letter,2024-05-14,annual_report
836263.BJ,2021,letter,2021-05-19,annual_report
836263.BJ,2022,letter,2022-09-07,annual_report
836263.BJ,2022,letter,2022-05-27,annual_report
836263.BJ,2022,letter,2022-04-18,restructuring
836263.BJ,2022,letter,2022-06-16,annual_report
836263.BJ,2022,letter,2022-01-05,restructuring
836263.BJ,2024,letter,2024-12-03,other
836263.BJ,2024,letter,2024-06-17,annual_report
836422.BJ,2024,letter,2024-06-19,annual_report
836433.BJ,2024,letter,2024-05-17,annual_report
836826.BJ,2023,letter,2023-05-26,annual_report
836892.BJ,2023,letter,2023-10-10,other
837046.BJ,2023,letter,2023-05-29,annual_report
837092.BJ,2023,letter,2023-05-05,annual_report
837403.BJ,2024,letter,2024-11-26,quarterly
837592.BJ,2023,letter,2023-08-17,other
837592.BJ,2024,letter,2024-06-20,annual_report
838030.BJ,2023,letter,2023-06-30,annual_report
838030.BJ,2024,letter,2024-05-27,annual_report
838275.BJ,2023,letter,2023-05-30,annual_report
838275.BJ,2023,letter,2023-09-22,annual_report
838275.BJ,2024,letter,2024-04-29,annual_report
838275.BJ,2024,letter,2024-06-12,annual_report
838701.BJ,2024,letter,2024-06-18,annual_report
838810.BJ,2024,letter,2024-04-25,other
839493.BJ,2023,letter,2023-11-07,other
839680.BJ,2024,letter,2024-05-23,annual_report
839680.BJ,2024,letter,2024-12-03,other
839725.BJ,2024,letter,2024-04-17,annual_report
839729.BJ,2021,letter,2021-04-07,annual_report
839792.BJ,2024,letter,2024-03-01,restructuring
839792.BJ,2024,letter,2024-05-15,annual_report
839946.BJ,2022,letter,2022-06-01,annual_report
839946.BJ,2023,letter,2023-06-02,annual_report
839946.BJ,2024,letter,2024-04-12,annual_report
870357.BJ,2024,letter,2024-06-21,annual_report
870436.BJ,2024,letter,2024-11-08,other
871753.BJ,2024,letter,2024-01-22,other
871981.BJ,2024,letter,2024-06-18,annual_report
872392.BJ,2023,letter,2023-12-05,restructuring
872895.BJ,2024,letter,2024-05-23,annual_report
872925.BJ,2024,letter,2024-05-28,annual_report
873152.BJ,2024,letter,2024-05-21,annual_report
873223.BJ,2023,letter,2023-09-28,annual_report
900956.SH,2020,letter,2020-06-30,other
000004.SZ,2020,reply,2020-07-02,
000004.SZ,2021,reply,2021-05-18,
000004.SZ,2022,reply,2022-11-29,
000004.SZ,2022,reply,2021-12-31,
000004.SZ,2023,reply,2023-06-14,
000004.SZ,2023,reply,2023-05-10,
000005.SZ,2021,reply,2021-07-30,
000005.SZ,2021,reply,2021-12-24,
000005.SZ,2022,reply,2022-07-22,
000005.SZ,2022,reply,2022-02-08,
000005.SZ,2023,reply,2023-07-06,
000007.SZ,2020,reply,2020-04-21,
000007.SZ,2020,reply,2020-06-11,
000007.SZ,2020,reply,2020-03-17,
000007.SZ,2020,reply,2020-02-05,
000007.SZ,2021,reply,2021-06-11,
000007.SZ,2021,reply,2021-09-27,
000007.SZ,2021,reply,2021-01-12,
000007.SZ,2021,reply,2021-02-26,
000007.SZ,2021,reply,2021-12-17,
000007.SZ,2022,reply,2022-06-29,
000007.SZ,2022,reply,2022-02-17,
000007.SZ,2022,reply,2022-12-20,
000007.SZ,2022,reply,2022-12-30,
000007.SZ,2022,reply,2022-04-29,
000007.SZ,2023,reply,2023-06-20,
000007.SZ,2023,reply,2023-07-20,
000007.SZ,2023,reply,2023-06-20,
000007.SZ,2023,reply,2023-03-24,
000007.SZ,2023,reply,2023-02-08,
000007.SZ,2023,reply,2023-06-20,
000007.SZ,2024,reply,2024-06-28,
000008.SZ,2023,reply,2023-05-18,
000008.SZ,2024,reply,2024-05-15,
000010.SZ,2020,reply,2020-07-20,
000011.SZ,2020,reply,2020-06-22,
000012.SZ,2023,reply,2023-03-29,
000014.SZ,2022,reply,2022-02-09,
000014.SZ,2022,reply,2022-04-22,
000016.SZ,2020,reply,2020-02-23,
000016.SZ,2023,reply,2023-05-05,
000016.SZ,2024,reply,2024-04-22,
000017.SZ,2021,reply,2021-06-18,
000017.SZ,2021,reply,2021-06-04,
000017.SZ,2022,reply,2022-05-25,
000017.SZ,2024,reply,2024-01-25,
000017.SZ,2024,reply,2024-01-19,
000020.SZ,2021,reply,2022-01-14,
000020.SZ,2022,reply,2022-06-10,
000023.SZ,2020,reply,2020-08-27,
000023.SZ,2021,reply,2021-06-02,
000023.SZ,2023,reply,2023-06-09,
000023.SZ,2024,reply,2023-09-01,
000025.SZ,2022,reply,2022-06-20,
000025.SZ,2022,reply,2022-06-28,
000031.SZ,2023,reply,2023-06-30,
000032.SZ,2020,reply,2020-08-18,
000032.SZ,2022,reply,2022-02-24,
000034.SZ,2022,reply,2022-03-29,
000036.SZ,2020,reply,2020-07-27,
000038.SZ,2020,reply,2020-02-20,
000038.SZ,2020,reply,2020-07-24,
000038.SZ,2021,reply,2021-07-07,
000038.SZ,2022,reply,2022-11-23,
000038.SZ,2022,reply,2022-07-15,
000038.SZ,2022,reply,2022-10-17,
000038.SZ,2022,reply,2022-01-27,
000038.SZ,2022,reply,2022-03-11,
000038.SZ,2022,reply,2022-12-29,
000038.SZ,2023,reply,2023-03-23,
000038.SZ,2023,reply,2023-02-28,
000040.SZ,2020,reply,2019-04-12,
000040.SZ,2020,reply,2019-12-31,
000040.SZ,2020,reply,2019-06-11,
000040.SZ,2020,reply,2020-09-09,
000040.SZ,2021,reply,2020-12-31,
000040.SZ,2023,reply,2023-05-31,
000042.SZ,2024,reply,2024-05-22,
000045.SZ,2022,reply,2022-08-23,
000046.SZ,2021,reply,2021-01-13,
000046.SZ,2021,reply,2021-12-23,
000046.SZ,2021,reply,2021-02-01,
000046.SZ,2022,reply,2022-01-29,
000046.SZ,2022,reply,2022-05-18,
000046.SZ,2023,reply,2023-04-28,
000046.SZ,2023,reply,2023-05-20,
000046.SZ,2023,reply,2023-04-25,
000046.SZ,2023,reply,2023-03-16,
000046.SZ,2023,reply,2023-05-10,
000048.SZ,2020,reply,2020-03-12,
000050.SZ,2024,reply,2023-12-31,
000055.SZ,2020,reply,2020-04-25,
000056.SZ,2021,reply,2021-08-10,
000056.SZ,2021,reply,2021-06-16,
000056.SZ,2021,reply,2022-10-29,
000056.SZ,2022,reply,2022-12-30,
000056.SZ,2022,reply,2022-02-12,
000056.SZ,2022,reply,2022-04-08,
000056.SZ,2022,reply,2022-05-23,
000056.SZ,2022,reply,2022-03-04,
000056.SZ,2023,reply,2023-02-10,
000056.SZ,2023,reply,2023-06-12,
000056.SZ,2023,reply,2023-01-18,
000056.SZ,2023,reply,2023-05-22,
000056.SZ,2023,reply,2023-11-20,
000056.SZ,2023,reply,2023-02-08,
000056.SZ,2024,reply,2024-05-28,
000056.SZ,2024,reply,2024-05-28,
000058.SZ,2020,reply,2020-07-16,
000058.SZ,2021,reply,2021-11-24,
000058.SZ,2022,reply,2022-03-04,
000059.SZ,2021,reply,2022-01-05,
000060.SZ,2022,reply,2022-09-14,
000063.SZ,2020,reply,2020-12-01,
000066.SZ,2023,reply,2023-06-06,
000068.SZ,2020,reply,2020-05-19,
000068.SZ,2022,reply,2022-12-12,
000068.SZ,2022,reply,2022-04-09,
000068.SZ,2023,reply,2023-06-14,
000069.SZ,2023,reply,2022-10-27,
000069.SZ,2023,reply,2023-04-22,
000070.SZ,2022,reply,2022-05-12,
000070.SZ,2022,reply,2022-02-18,
000078.SZ,2023,reply,2022-03-04,
000088.SZ,2023,reply,2023-04-25,
000100.SZ,2020,reply,2020-06-05,
000150.SZ,2020,reply,2021-11-30,
000150.SZ,2020,reply,2020-04-27,
000150.SZ,2020,reply,2017-12-10,
000150.SZ,2021,reply,2021-04-12,
000150.SZ,2021,reply,2021-12-28,
000150.SZ,2021,reply,2020-12-31,
000150.SZ,2021,reply,2021-08-06,
000150.SZ,2022,reply,2022-05-11,
000150.SZ,2022,reply,2022-09-30,
000150.SZ,2022,reply,2022-12-28,
000150.SZ,2022,reply,2022-01-19,
000150.SZ,2022,reply,2022-07-31,
000150.SZ,2022,reply,2021-12-31,
000150.SZ,2023,reply,2022-09-30,
000150.SZ,2023,reply,2022-05-25,
000151.SZ,2021,reply,2021-12-06,
000151.SZ,2022,reply,2022-05-31,
000152.SZ,2022,reply,2022-06-30,
000152.SZ,2022,reply,2022-03-30,
000152.SZ,2022,reply,2022-12-30,
000155.SZ,2020,reply,2020-12-15,
000155.SZ,2023,reply,2023-06-30,
000156.SZ,2020,reply,2020-05-19,
000159.SZ,2021,reply,2021-08-11,
000159.SZ,2022,reply,2022-06-30,
000159.SZ,2022,reply,2022-09-27,
000159.SZ,2022,reply,2022-12-24,
000159.SZ,2023,reply,2023-07-07,
000168.SZ,2020,reply,2020-06-19,
000168.SZ,2020,reply,2018-11-30,
000168.SZ,2021,reply,2020-07-09,
000301.SZ,2021,reply,2021-08-13,
000401.SZ,2021,reply,2021-07-13,
000401.SZ,2024,reply,2024-06-05,
000403.SZ,2020,reply,2020-07-08,
000403.SZ,2023,reply,2023-06-30,
000403.SZ,2023,reply,2023-06-30,
000408.SZ,2020,reply,2020-05-13,
000408.SZ,2020,reply,2020-06-11,
000408.SZ,2020,reply,2020-05-19,
000408.SZ,2021,reply,2021-05-11,
000408.SZ,2021,reply,2021-02-20,
000408.SZ,2021,reply,2021-02-27,
000409.SZ,2020,reply,2020-04-21,
000409.SZ,2020,reply,2020-02-06,
000409.SZ,2020,reply,2020-07-31,
000409.SZ,2020,reply,2020-06-08,
000409.SZ,2021,reply,2021-04-08,
000409.SZ,2022,reply,2022-10-14,
000410.SZ,2020,reply,2020-10-13,
000410.SZ,2020,reply,2020-05-27,
000410.SZ,2021,reply,2021-05-12,
000410.SZ,2022,reply,2022-05-10,
000410.SZ,2022,reply,2022-12-09,
000410.SZ,2022,reply,2021-12-21,
000410.SZ,2023,reply,2023-05-19,
000411.SZ,2022,reply,2022-11-22,
000413.SZ,2020,reply,2020-07-03,
000413.SZ,2020,reply,2020-06-08,
000413.SZ,2020,reply,2020-04-10,
000413.SZ,2020,reply,2020-07-29,
000413.SZ,2020,reply,2020-06-01,
000413.SZ,2020,reply,2020-06-30,
000413.SZ,2021,reply,2021-06-22,
000413.SZ,2021,reply,2021-03-03,
000413.SZ,2022,reply,2022-05-26,
000413.SZ,2023,reply,2023-06-29,
000415.SZ,2021,reply,2021-06-30,
000415.SZ,2022,reply,2022-06-17,
000415.SZ,2023,reply,2023-02-07,
000415.SZ,2023,reply,2023-07-07,
000416.SZ,2022,reply,2022-01-06,
000416.SZ,2022,reply,2022-04-25,
000416.SZ,2023,reply,2023-04-19,
000416.SZ,2024,reply,2024-04-15,
000416.SZ,2024,reply,2023-12-31,
000416.SZ,2024,reply,2024-06-30,
000416.SZ,2024,reply,2023-04-27,
000420.SZ,2023,reply,2022-03-12,
000421.SZ,2022,reply,2022-06-30,
000421.SZ,2023,reply,2023-03-07,
000422.SZ,2020,reply,2020-06-03,
000422.SZ,2021,reply,2020-06-09,
000425.SZ,2021,reply,2021-11-05,
000426.SZ,2020,reply,2019-02-23,
000426.SZ,2021,reply,2021-06-18,
000426.SZ,2022,reply,2022-05-05,
000426.SZ,2022,reply,2021-09-16,
000426.SZ,2022,reply,2013-12-30,
000426.SZ,2023,reply,2023-05-12,
000429.SZ,2020,reply,2020-12-08,
000430.SZ,2023,reply,2023-06-07,
000468.SZ,2020,reply,2020-12-12,
000468.SZ,2021,reply,2021-03-03,
000468.SZ,2023,reply,2023-05-25,
000488.SZ,2020,reply,2020-04-08,
000488.SZ,2023,reply,2023-02-08,
000498.SZ,2020,reply,2020-05-15,
000502.SZ,2020,reply,2020-03-06,
000502.SZ,2020,reply,2020-08-31,
000502.SZ,2021,reply,2021-05-29,
000502.SZ,2021,reply,2021-03-25,
000502.SZ,2021,reply,2021-04-08,
000502.SZ,2022,reply,2021-12-23,
000502.SZ,2022,reply,2022-02-26,
000502.SZ,2022,reply,2022-04-13,
000503.SZ,2020,reply,2020-06-02,
000504.SZ,2020,reply,2020-06-10,
000504.SZ,2021,reply,2021-04-27,
000504.SZ,2022,reply,2022-02-06,
000504.SZ,2022,reply,2022-06-28,
000504.SZ,2023,reply,2023-05-18,
000506.SZ,2020,reply,2020-06-22,
000506.SZ,2020,reply,2020-05-22,
000506.SZ,2020,reply,2020-11-11,
000506.SZ,2020,reply,2020-10-16,
000506.SZ,2020,reply,2020-10-30,
000506.SZ,2020,reply,2020-09-25,
000506.SZ,2021,reply,2021-11-13,
000506.SZ,2021,reply,2021-08-17,
000506.SZ,2021,reply,2021-10-11,
000506.SZ,2021,reply,2021-08-05,
000506.SZ,2021,reply,2021-03-26,
000506.SZ,2021,reply,2021-09-28,
000506.SZ,2022,reply,2022-12-15,
000506.SZ,2022,reply,2022-07-15,
000506.SZ,2023,reply,2023-07-06,
000506.SZ,2023,reply,2023-06-01,
000506.SZ,2023,reply,2023-02-14,
000506.SZ,2024,reply,2024-07-17,
000509.SZ,2020,reply,2018-12-31,
000509.SZ,2020,reply,2019-10-17,
000509.SZ,2020,reply,2018-05-08,
000509.SZ,2021,reply,2021-05-26,
000509.SZ,2021,reply,2021-09-16,
000509.SZ,2022,reply,2021-09-24,
000509.SZ,2022,reply,2021-09-24,
000509.SZ,2022,reply,2022-04-28,
000510.SZ,2020,reply,2020-07-17,
000510.SZ,2021,reply,2021-03-31,
000516.SZ,2021,reply,2021-09-17,
000518.SZ,2020,reply,2020-07-08,
000518.SZ,2023,reply,2023-05-23,
000523.SZ,2020,reply,2020-09-24,
000523.SZ,2020,reply,2020-09-30,
000523.SZ,2020,reply,2020-05-13,
000523.SZ,2021,reply,2021-05-31,
000523.SZ,2022,reply,2022-05-13,
000523.SZ,2023,reply,2023-06-18,
000524.SZ,2022,reply,2022-03-22,
000525.SZ,2020,reply,2020-09-22,
000525.SZ,2020,reply,2020-07-29,
000525.SZ,2020,reply,2020-05-18,
000525.SZ,2020,reply,2020-07-31,
000525.SZ,2020,reply,2020-07-03,
000525.SZ,2020,reply,2020-03-25,
000525.SZ,2021,reply,2021-06-08,
000525.SZ,2021,reply,2021-06-08,
000525.SZ,2021,reply,2021-12-20,
000525.SZ,2021,reply,2021-12-30,
000525.SZ,2021,reply,2021-01-22,
000525.SZ,2021,reply,2021-03-16,
000525.SZ,2022,reply,2022-07-05,
000525.SZ,2022,reply,2022-02-17,
000525.SZ,2023,reply,2023-06-21,
000525.SZ,2024,reply,2024-06-17,
000526.SZ,2020,reply,2020-06-12,
000528.SZ,2021,reply,2021-05-28,
000529.SZ,2022,reply,2022-06-13,
000530.SZ,2022,reply,2022-10-26,
000530.SZ,2023,reply,2023-05-12,
000532.SZ,2020,reply,2020-09-22,
000536.SZ,2020,reply,2020-06-03,
000536.SZ,2021,reply,2021-05-10,
000536.SZ,2023,reply,2023-05-19,
000537.SZ,2021,reply,2021-12-21,
000537.SZ,2021,reply,2021-09-25,
000540.SZ,2021,reply,2021-06-04,
000540.SZ,2021,reply,2021-12-10,
000540.SZ,2022,reply,2022-04-29,
000540.SZ,2022,reply,2022-05-19,
000540.SZ,2023,reply,2023-02-10,
000540.SZ,2023,reply,2023-04-27,
000541.SZ,2021,reply,2021-12-15,
000541.SZ,2021,reply,2021-11-17,
000544.SZ,2023,reply,2023-01-19,
000544.SZ,2023,reply,2023-02-06,
000545.SZ,2020,reply,2018-10-25,
000545.SZ,2023,reply,2023-06-02,
000546.SZ,2023,reply,2023-06-27,
000546.SZ,2023,reply,2023-06-07,
000546.SZ,2024,reply,2024-05-28,
000552.SZ,2022,reply,2022-05-11,
000552.SZ,2022,reply,2022-09-17,
000557.SZ,2020,reply,2020-07-01,
000558.SZ,2021,reply,2021-05-28,
000558.SZ,2023,reply,2023-02-10,
000558.SZ,2023,reply,2023-10-19,
000558.SZ,2023,reply,2023-05-29,
000564.SZ,2020,reply,2020-04-30,
000564.SZ,2020,reply,2020-05-16,
000564.SZ,2021,reply,2021-06-04,
000564.SZ,2022,reply,2022-09-14,
000564.SZ,2022,reply,2021-12-31,
000564.SZ,2022,reply,2021-12-31,
000564.SZ,2023,reply,2021-10-31,
000564.SZ,2023,reply,2023-06-05,
000564.SZ,2024,reply,2024-05-10,
000566.SZ,2020,reply,2020-07-28,
000566.SZ,2021,reply,2019-12-24,
000566.SZ,2021,reply,2021-06-01,
000566.SZ,2022,reply,2022-05-06,
000566.SZ,2023,reply,2023-04-20,
000571.SZ,2020,reply,2020-03-13,
000571.SZ,2020,reply,2020-04-08,
000571.SZ,2020,reply,2020-12-01,
000571.SZ,2020,reply,2020-06-18,
000571.SZ,2020,reply,2020-03-26,
000571.SZ,2021,reply,2021-02-03,
000571.SZ,2022,reply,2022-07-04,
000571.SZ,2023,reply,2023-06-26,
000571.SZ,2023,reply,2023-06-15,
000571.SZ,2023,reply,2023-08-16,
000572.SZ,2020,reply,2020-06-18,
000572.SZ,2021,reply,2021-05-26,
000572.SZ,2023,reply,2023-06-22,
000573.SZ,2022,reply,2022-08-30,
000576.SZ,2023,reply,2022-07-01,
000581.SZ,2023,reply,2023-04-17,
000584.SZ,2021,reply,2021-09-17,
000584.SZ,2021,reply,2021-05-17,
000584.SZ,2021,reply,2021-06-09,
000584.SZ,2022,reply,2023-01-06,
000584.SZ,2022,reply,2022-05-13,
000584.SZ,2023,reply,2023-07-21,
000584.SZ,2023,reply,2023-11-01,
000584.SZ,2024,reply,2024-03-15,
000584.SZ,2024,reply,2024-07-31,
000585.SZ,2020,reply,2020-05-21,
000585.SZ,2021,reply,2021-07-23,
000586.SZ,2020,reply,2020-05-26,
000586.SZ,2020,reply,2020-05-29,
000587.SZ,2020,reply,2021-01-11,
000587.SZ,2020,reply,2020-05-26,
000587.SZ,2020,reply,2020-01-06,
000587.SZ,2020,reply,2020-05-08,
000587.SZ,2020,reply,2020-05-25,
000587.SZ,2021,reply,2022-06-17,
000587.SZ,2021,reply,2022-03-29,
000587.SZ,2021,reply,2022-01-07,
000587.SZ,2021,reply,2021-01-11,
000587.SZ,2022,reply,2022-04-12,
000587.SZ,2022,reply,2022-06-17,
000587.SZ,2022,reply,2022-10-13,
000587.SZ,2022,reply,2022-01-21,
000587.SZ,2022,reply,2022-02-23,
000587.SZ,2022,reply,2022-03-11,
000591.SZ,2020,reply,2020-07-15,
000591.SZ,2020,reply,2020-06-09,
000592.SZ,2023,reply,2022-12-31,
000595.SZ,2020,reply,2020-05-18,
000595.SZ,2021,reply,2021-05-12,
000595.SZ,2022,reply,2022-06-06,
000597.SZ,2021,reply,2021-05-11,
000601.SZ,2020,reply,2020-03-09,
000601.SZ,2022,reply,2022-09-14,
000603.SZ,2020,reply,2020-04-13,
000603.SZ,2020,reply,2020-03-20,
000603.SZ,2021,reply,2021-03-15,
000606.SZ,2020,reply,2020-06-04,
000606.SZ,2020,reply,2020-07-06,
000606.SZ,2020,reply,2020-07-29,
000606.SZ,2020,reply,2020-08-10,
000606.SZ,2020,reply,2020-02-02,
000606.SZ,2021,reply,2021-06-15,
000606.SZ,2021,reply,2020-12-15,
